;Fase;Banco;Tipo.de.tronadura;Tipo.Material;M;Dominio.Estructural;Diametro;B;S;Tiempo.entre.Pozos..MS.;TIEMPO.ENTRE.FILAS..MS.;Fc;Tipo.Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota
153;Stage 4;2975;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;479;J;0,5511814;1,4566937;2,7165369;3,3070884;4,2519708;4,9606326;5,3543336;6,0236253;7,0078778;7,9921303;59267;90884;2975
154;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;463;B;0,5118113;0,8661422;1,2598432;1,7322844;2,2440957;2,8346472;3,4251987;4,0944904;5,2755934;6,7322871;59331;89827;2960
155;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;488;L;0,5905515;1,2992133;2,0078751;2,6377967;3,149608;3,7007894;4,2519708;4,8818924;5,5511841;8,0315004;59190;90302;2960
156;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;463;B;0,6692917;2,0078751;2,5984266;3,1102379;3,5826791;4,1338605;4,724412;5,6692944;6,5748067;10,0000054;59345;89781;2960
157;Stage 2;3560;Tronadura 2;Roca 2;L1;Norte;10,625;8;8;17;150;221;F;0,5905515;1,2992133;1,8503947;2,3228359;2,7165369;3,1889781;3,5826791;4,0551203;4,724412;6,1417356;59003;91513;3560
158;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;463;B;0,9055123;1,8110246;2,5196864;3,0708678;3,6614193;4,1732306;4,8031522;5,511814;6,7716572;8,267721;59332;89945;2960
159;Stage 2;3575;Tronadura 1;Roca 2;L1;Norte;10,625;7,5;8;17;120;273;J;0,7086618;1,4566937;2,0866153;2,5196864;2,8740173;3,4645688;3,9763801;4,5275615;5,0787429;8,0708705;58898;91693;3575
160;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;488;L;0,5118113;0,7086618;0,9448824;1,2204731;1,6141741;2,362206;3,93701;5,4330738;8,4252014;18,2677264;59228;90260;2960
161;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;486;L;0,4330711;0,8661422;1,1417329;1,574804;2,1259854;3,3464585;4,6850419;6,2204758;8,7401622;14,9212679;59187;90663;2960
162;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;486;L;0,9055123;2,0866153;2,7952771;3,4645688;4,0944904;4,6850419;5,1574831;5,7874047;6,9291376;10,5905569;59175;90595;2960
163;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;495;L;0,8661422;1,574804;2,362206;3,0314977;3,5826791;4,2913409;4,9212625;5,6692944;7,480319;10,7874074;59178;90342;2960
164;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;492;L;0,5905515;0,9842525;1,4566937;2,0472452;2,7952771;3,6220492;4,4881914;5,4724439;7,6377994;13,1496134;59136;90623;2960
165;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;495;L;0,787402;1,4566937;2,2047256;2,755907;3,3070884;3,93701;4,5669316;5,3543336;6,2204758;9,9212652;59178;90342;2960
166;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;492;L;0,5511814;1,0236226;1,6929143;2,4409462;2,8740173;3,6614193;4,6063017;5,3543336;7,4015788;9,0157529;59126;90609;2960
168;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;495;L;0,59;0,91;1,3;1,77;2,48;3,43;4,33;5,91;9,76;18,78;59155,1;90434,2;2960
169;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;492;K;0,12;0,39;0,63;0,94;1,81;2,95;4,29;6,26;8,7;16,5;59158,5;90508,4;2960
170;Stage 4;2960;Tronadura 2;Roca 2;L1;Noreste;12,25;7,5;9;9;94;377;C;0,71;0,91;1,1;1,3;1,54;1,93;2,72;4,49;7,09;12,76;59364,2;89626,9;2960
171;Stage 4;2975;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;430;J;0,12;0,12;0,2;0,43;0,75;1,34;3,07;6,69;12,01;21,57;59352,6;90249,4;2975
172;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;498;L;0,31;0,59;0,94;1,5;2,24;3,19;4,41;5,83;7,52;14,69;59208,4;90515,7;2960
173;Stage 4;2960;Tronadura 2;Roca 1;L3;Noreste;12,25;7;7;5;87;463;C;0,28;0,55;0,79;1,06;1,54;2,32;3,74;6,02;9,76;20,39;59369,1;89852,9;2960
174;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;512;L;0,67;1,02;1,34;1,73;2,36;3,15;4,29;5,83;7,83;14,57;58908,2;90745,5;2960
175;Stage 4;2960;Tronadura 2;Roca 1;L3;Noreste;12,25;7;7;5;87;500;L;0,16;0,75;1,06;1,42;1,85;2,68;3,86;5,55;8,74;17,91;59388,6;89878,5;2960
176;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;512;L;0,55;0,87;1,26;1,81;2,6;3,43;4,37;5,51;7,8;15,43;58861,4;90739,4;2960
177;Stage 4;2960;Tronadura 2;Roca 1;L3;Noreste;12,25;7;7;5;87;500;L;0,43;0,79;1,22;1,73;2,48;3,43;4,41;5,71;7,56;18,11;59385,8;89892,7;2960
178;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;400;J;0,12;0,51;0,83;1,26;2,13;3,39;4,96;6,57;9,29;16,77;59235,4;90613,7;2960
179;Stage 4;2960;Tronadura 1;Roca 2;L1;Noreste;12,25;7,5;9;17;120;328;F;0,55;0,91;1,22;1,57;2,01;2,68;3,5;4,96;7,95;12,17;59408,5;89796,4;2960
180;Stage 4;2975;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;430;J;0,39;0,71;1,02;1,57;2,32;3,39;4,88;6,18;8,15;12,01;59328,1;90293,1;2975
181;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;400;J;0,24;0,51;0,98;1,61;2,64;3,94;5,28;6,54;8,5;11,26;59233,2;90653,2;2960
182;Stage 4;2960;Tronadura 1;Roca 2;L1;Noreste;12,25;7,5;9;17;120;328;F;0,2;0,31;0,47;0,75;1,5;2,32;3,54;5,08;6,34;12,05;59420,8;89722,1;2960
183;Stage 4;2960;Tronadura 1;Roca 2;L1;Noreste;10,625;7,5;9;17;120;350;J;0,8267721;1,2204731;1,6929143;2,2834658;2,9133874;3,6220492;4,5275615;5,4330738;6,6535469;10,1968559;59403;89689;2960
184;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;400;J;0,4724412;1,7716545;2,5196864;3,3070884;4,0551203;4,5275615;5,4330738;6,0629954;6,5748067;8,7401622;59247;90688;2960
185;Stage 4;2960;Tronadura 1;Roca 2;L1;Noreste;10,625;7,5;9;17;120;350;J;0,9055123;1,6929143;2,2440957;2,6771668;3,149608;3,543309;4,0551203;4,6850419;6,7716572;8,1889808;59406;89613;2960
186;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;604;L;0,9448824;1,968505;2,4803163;3,0314977;3,3070884;4,0157502;4,5275615;5,118113;6,2204758;9,6850446;59105;90757;2960
187;Stage 4;2960;Tronadura 1;Roca 1;L4;Sureste;12,25;7,5;9;17;120;366;K;0,7086618;1,6929143;2,362206;2,9921276;3,4645688;3,8582698;4,5275615;5,905515;6,692917;8,661422;59376;89577;2960
188;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;604;L;0,7086618;1,181103;1,6535442;2,3228359;3,0708678;3,8188997;4,6063017;5,6299243;7,0472479;12,3622114;59058;90762;2960
189;Stage 4;2945;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;486;L;1,0236226;1,8897648;2,4803163;3,149608;3,8582698;4,3700811;5,1968532;5,8267748;7,1259881;8,7007921;59603;90673;2945
190;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;604;L;0,7086618;1,3385834;2,0078751;2,755907;3,4251987;4,1338605;4,9606326;5,8267748;6,7322871;9,3700838;59102;90787;2960
191;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;84;561;L;0,6692917;1,3385834;2,0866153;2,7952771;3,5039389;4,0944904;4,724412;5,5511841;7,1653582;9,4094539;59174;90756;2960
192;Stage 2;3545;Tronadura 2;Roca 2;L1;Norte;12,25;9,5;9,5;9;94;277;J;0,5511814;0,7480319;1,0236226;1,2598432;1,6141741;1,968505;2,4015761;2,9527575;4,2519708;6,9685077;59515;91811;3545
193;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;84;561;L;1,0629927;1,5354339;1,9291349;2,4409462;3,1102379;3,7401595;4,2519708;4,9606326;6,3779562;9,842525;59185;90756;2960
194;Stage 4;2960;Tronadura 1;Roca 2;L1;Sureste;12,25;7,5;9;17;120;366;K;1,2598432;2,0866153;2,4803163;2,9133874;3,2677183;3,7795296;4,4094512;4,9212625;6,5354366;11,2598486;59262;89479;2960
195;Stage 4;2960;Tronadura 1;Roca 2;L1;Sureste;12,25;7,5;9;17;120;366;K;0,8267721;1,4566937;2,0472452;2,5590565;2,9527575;3,5826791;4,0944904;4,6850419;5,6299243;8,661422;59255;89482;2960
196;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;400;J;0,4724412;0,6692917;2,0472452;3,149608;4,0157502;5,0000027;5,7086645;6,692917;7,5984293;9,0157529;59234;90588;2960
197;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;84;433;L;1,0629927;1,4566937;1,8897648;2,4803163;3,149608;3,7795296;4,4881914;5,4330738;6,692917;12,0866207;59179;90511;2960
198;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;461;J;0,16;0,47;0,67;0,98;1,73;3,27;4,84;6,3;9,29;13,39;58967,3;90788,9;2960
199;Stage 2;3545;Tronadura 2;Roca 2;L1;Norte;12,25;9,5;9,5;9;94;293;J;0,47;0,63;0,83;1,06;1,54;2,36;3,27;4,57;6,81;14,25;59427,3;91743,1;3545
200;Stage 4;2960;Tronadura 1;Roca 1;L7;Norte;10,625;6,5;6,5;11;105;461;J;0,12;0,35;0,55;0,79;1,26;2,76;4,61;6,38;9,49;14,33;58929,1;90788,3;2960
201;Stage 4;2975;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;449;J;0,12;0,28;0,59;0,98;1,81;3,15;4,72;6,57;8,58;14,21;59282,7;90415,7;2975
202;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;461;J;0,12;0,47;0,75;1,14;1,81;2,83;4,13;6,3;9,84;19,45;58879,9;90777,6;2960
203;Stage 4;2975;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;449;J;0,08;0,12;0,39;0,63;0,94;2,13;4,25;6,57;9,72;14,21;59267,4;90482,6;2975
204;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;461;J;0,39;0,71;1,06;1,54;2,28;3,39;4,8;6,18;8,82;14,53;58847,7;90775,9;2960
205;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;452;J;0,16;0,43;0,67;0,94;1,77;3,19;4,57;5,95;8,78;15,24;59237,1;90735,3;2960
206;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;452;J;0,12;0,51;0,87;1,3;1,97;2,99;4,37;5,98;8,27;16,5;59243,9;9065,1;2960
207;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;466;C;0,35;0,71;1,06;1,61;2,36;3,5;4,61;6,06;8,43;13,86;59243;90080,8;2960
208;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;436;J;0,12;0,12;0,35;0,59;0,94;1,89;3,86;6,26;10,08;18,9;59068,5;90815,2;2960
209;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;466;L;0,47;0,83;1,18;1,69;2,36;3,31;4,37;5,74;7,83;15,83;59259,4;90118,8;2960
210;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;436;J;0,16;0,51;0,83;1,06;1,69;2,8;4,25;6,38;8,78;16,42;59053,2;90816,9;2960
211;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;466;L;0,51;0,83;1,18;1,54;2,01;2,83;4,09;5,94;8,74;20,35;52949,9;90146,4;2960
212;Stage 4;2960;Tronadura 1;Roca 2;L1;Sureste;10,625;6,5;6,5;17;120;491;J;0,67;0,98;1,26;1,61;2,13;2,99;4,06;5,35;7,32;11,73;59450,4;89812,7;2970
213;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;604;L;0,8661422;1,2204731;1,5354339;1,9291349;2,4803163;3,3858286;4,3700811;5,6299243;7,8346499;16,3779616;59135;90798;2960
214;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;466;L;0,787402;1,3779535;2,362206;3,2677183;4,0944904;4,8031522;5,3149635;6,0629954;8,3858313;11,1023682;59285;90040;2960
215;Stage 4;2960;Tronadura 1;Roca 1;L4;Sureste;10,625;6,5;6,5;17;120;491;J;0,6692917;1,1023628;1,8110246;2,7165369;3,5826791;4,3700811;5,1968532;6,3779562;7,7559097;11,1811084;59442;89864;2960
216;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;436;J;0,7480319;1,1417329;1,7716545;2,5590565;3,3858286;4,2126007;5,1574831;6,5354366;8,3070911;11,9685104;59007;90798;2960
217;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;548;L;0,9055123;1,3385834;1,8110246;2,4015761;2,9921276;3,8188997;4,5669316;5,5905542;7,3622087;10,3937064;59330;90095;2960
218;Stage 2;3545;Tronadura 2;Roca 2;L1;Norte;12,25;9,5;9,5;9;94;287;F;0,4724412;0,7480319;1,2204731;1,8110246;2,2047256;2,5984266;3,0314977;3,7007894;4,9212625;7,480319;59470;91845;3545
219;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,5118113;1,0629927;2,0078751;2,5984266;3,1889781;3,6614193;4,4094512;5,4330738;7,1259881;9,4881941;59208;90485;2960
220;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;548;L;0,5511814;0,8267721;1,3385834;2,0078751;2,6771668;3,3070884;4,2126007;5,3543336;6,1417356;9,2913436;59364;90094;2960
221;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;466;L;0,787402;1,1417329;1,5354339;2,0866153;2,6771668;3,4645688;4,3700811;5,5905542;6,8503974;8,7795323;59249;90155;2960
222;Stage 4;2960;Tronadura 1;Roca 1;L4;Sureste;10,625;6,5;6,5;17;120;491;J;0,9448824;1,3385834;1,7716545;2,362206;3,0314977;4,0551203;5,1574831;6,7322871;8,4645715;15,2755988;59440;89963;2960
223;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,9055123;1,2992133;1,6141741;2,0866153;2,7165369;3,543309;4,8031522;5,9842552;7,4015788;10,7874074;59281;90011;2960
224;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,9055123;1,8897648;2,5984266;3,4251987;4,1338605;4,5669316;5,2755934;5,7874047;6,5354366;12,4409516;59225;90439;2960
225;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,9448824;1,5354339;2,0472452;2,6771668;3,5039389;4,2519708;5,0000027;5,8267748;7,086618;11,8897702;59331;90047;2960
226;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,7480319;1,1417329;1,574804;2,0866153;2,755907;3,6614193;4,6063017;5,5511841;6,8897675;11,0629981;59223;90418;2960
227;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,5;0,8;1;1,5;2,1;3,2;4,5;6;8,7;14,6;59347;90075,5;2960
228;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,5;0,9;1,3;1,9;2,7;3,6;4,7;5,7;7,3;13,7;59230,6;90439,5;2960
229;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,3;0,8;1,5;2,6;3,4;4,1;5;5,9;7,3;11,7;59303,5;90031,1;2960
230;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,2;0,6;1,1;2,2;3,1;3,9;5;5,8;7;9,8;59221,3;90409,7;2960
231;Stage 4;2960;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;484;L;0,3;0,6;1,2;2,3;3,1;4,1;5;5,8;6,9;10,8;59237,9;90388,2;2960
232;Stage 4;2960;Tronadura 1;Roca 1;L4;Sureste;10,625;6,5;6,5;17;120;491;J;0,4;0,9;1,6;2,3;3,2;4,2;5,2;6,1;6,9;10,5;59438,9;89907,7;2960
233;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,4;0,8;1,1;1,7;2,5;3,4;4,4;5,9;7,7;12,6;59341,9;89997,5;2960
234;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;453;J;0,4;0,9;1,8;2,8;3,6;4,4;5,2;6,3;7,9;11,2;59129,2;90844,9;2960
235;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,3;0,6;1;1,7;2,7;3,7;4,7;5,8;7,2;14,7;59348,7;90010,9;2960
236;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;453;J;0,4;0,6;1;1,8;2,9;3,9;5;6,1;7,6;16,7;59140,3;90835,4;2960
237;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,12;0,28;0,59;0,91;1,46;2,56;4,02;5,67;7,52;15,35;59305,2;90181,4;2960
238;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;494;L;0,2;0,59;0,87;1,18;1,89;3,11;4,61;5,94;8,35;17,09;59245;90327,5;2960
239;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,28;0,63;0,91;1,3;2,05;3,15;4,37;5,94;8,66;20,55;59249,9;90284,8;2960
240;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,55;0,87;1,14;1,61;2,2;3,19;4,29;5,55;7,44;13,19;59288,9;90206,9;2960
241;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,9448824;1,3385834;1,6929143;2,1653555;2,8346472;3,6220492;4,4881914;5,6692944;8,1496107;13,0708732;59269;90237;2960
242;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;456;J;0,787402;1,7716545;2,6377967;3,3858286;4,2913409;5,1574831;5,9448851;6,3385861;8,0708705;9,7244147;59240;90558;2960
243;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;17;120;426;J;1,0629927;2,0078751;2,9133874;3,6614193;4,2519708;5,1968532;5,9448851;6,5354366;8,3858313;12,0472506;59410;89960;2960
244;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;456;J;0,9055123;1,6929143;2,4409462;3,3070884;4,0157502;4,5669316;5,1574831;6,4173263;8,0315004;9,6456745;59240;90558;2960
245;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;17;120;426;J;0,9055123;1,2992133;1,6929143;2,2047256;3,0708678;3,9763801;5,0393728;6,0629954;7,9921303;14,4094566;59410;89960;2960
246;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;456;J;0,5118113;0,9055123;1,4566937;2,0866153;3,1889781;4,2913409;5,0787429;6,5748067;8,3858313;10,9448878;59239;90488;2960
247;Stage 2;3560;Tronadura 2;Roca 2;L1;Norte;12,25;8,5;9,5;9;94;277;J;1,0629927;1,3779535;1,6929143;2,0472452;2,5984266;3,1102379;3,6614193;4,6456718;6,1811057;11,1811084;58999;91625;3560
248;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;17;120;426;J;0,9055123;1,3779535;2,3228359;3,2283482;3,93701;4,7637821;5,3937037;6,5354366;7,9133901;13,1102433;59273;90535;2960
249;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;456;J;0,787402;1,4173236;2,2834658;3,1102379;3,8188997;4,6063017;5,3937037;6,4566964;8,267721;11,2204785;59439;89979;2960
250;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;17;120;426;J;0,8267721;1,3385834;2,2047256;3,1102379;3,9763801;4,7637821;5,7086645;6,5354366;7,7165396;10,5511868;59424;90423;2960
251;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;17;120;456;J;0,8661422;1,9291349;2,6771668;3,2677183;4,1732306;5,0000027;5,3937037;6,1023655;7,2834685;9,5669343;59276;90460;2960
252;Stage 4;2945;Tronadura 2;Roca 1;L3;Noreste;12,25;7;7;5;87;461;L;0,7480319;1,2992133;2,1653555;2,8346472;3,5039389;4,0157502;4,6456718;5,3149635;6,7322871;8,8189024;59200;89966;2945
253;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;452;J;0,9055123;1,4960638;2,1259854;2,8346472;3,5826791;4,4881914;5,3543336;6,1417356;7,8346499;10,8267775;59239;90782;2960
254;Stage 4;2945;Tronadura 2;Roca 2;L2;Noreste;12,25;7;7;5;87;461;B;0,9055123;1,3779535;1,9291349;2,4409462;2,9921276;3,5039389;4,0551203;4,8818924;6,1417356;8,8189024;59195;89992;2945
255;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;452;J;0,9055123;1,4566937;1,968505;2,6771668;3,4251987;4,0551203;4,9606326;6,1811057;7,7952798;10,8267775;59137;89962;2960
256;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;487;J;0,35;0,71;1,14;1,69;2,48;3,5;4,57;6,18;8,94;16,81;59220;90865;2960
257;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;474;J;0,55;0,75;0,98;1,42;2,09;3,07;4,21;6,3;10;17,36;59399;90084;2960
258;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;474;J;0,43;0,83;1,14;1,73;2,48;3,39;4,55;6,31;8,03;16,26;59397,14;90093,1;2960
259;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;456;J;0,47;0,75;1,06;1,61;2,44;3,5;4,59;6,37;8,9;13,19;59254,48;90476,67;2960
260;Stage 4;2945;Tronadura 2;Roca 2;L2;Noreste;12,25;7;7;5;87;461;L;0,24;0,55;0,87;1,22;1,73;2,52;3,5;4,76;6,46;13,31;59166,4;89984,3;2945
261;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;474;J;0,12;0,47;0,83;1,3;2,24;3,58;4,69;6,42;8,58;15,87;59378,55;90149,44;2960
262;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;490;J;0,12;0,28;0,51;0,71;1,14;2,2;3,94;6,06;8,43;16,18;59277,42;90417,78;2960
263;Stage 4;2945;Tronadura 2;Roca 2;L2;Noreste;12,25;7;7;5;87;461;L;0,16;0,59;0,83;1,26;1,93;2,76;3,78;4,72;6,85;15;59206;89981;2945
264;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;490;J;0,12;0,28;0,51;0,75;1,26;2,64;4,25;6,3;9,96;15,94;59264;90382;2960
265;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,12;0,39;0,59;0,79;1,46;2,56;4,06;5,79;7,99;14,65;59144;90545;2945
266;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;461;L;0,12;0,39;0,71;1,06;1,61;2,56;3,86;5,75;9,45;19,72;59127;89989;2945
267;Stage 4;2960;Tronadura 1;Roca 1;L4;Norte;10,625;6,5;6,5;11;105;490;J;0,39;0,91;1,38;2,2;3,11;4,13;5,16;6,34;8,39;13,54;59290;90360;2960
268;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,12;0,28;0,59;1,06;1,93;2,87;4,17;5,59;8,54;15,91;591112;90536;2945
269;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,31;0,55;0,87;1,38;2,32;3,31;4,41;5,91;9,02;16,54;59144;90501,8;2945
270;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;509;J;0,12;0,16;0,59;1,02;1,69;2,8;3,98;6,22;8,98;18,43;58809,6;90746,7;2960
271;Stage 4;2960;Tronadura 1;Roca 1;L4;Noreste;10,625;6,5;6,5;11;105;509;J;0,39;0,71;1,1;1,69;2,56;3,7;5,08;6,5;9,69;15,28;58785,5;90739,4;2960
272;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,12;0,39;0,71;1,1;1,85;3,15;4,41;5,94;8,46;13,78;59104,3;90492;2945
273;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,5118113;0,9448824;1,4566937;2,1259854;2,8346472;3,8188997;4,5275615;5,6299243;7,1653582;12,0078805;59145;90465;2945
274;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;461;L;0,8661422;1,3385834;1,8897648;2,5984266;3,2283482;3,8582698;4,4094512;5,0787429;6,4566964;8,267721;59200;89996;2945
275;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,787402;1,2992133;1,8897648;2,4803163;3,1889781;3,8188997;4,6850419;5,5905542;6,2598459;9,4094539;59268;90325;2960
277;Stage 4;2960;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;534;L;0,9448824;1,4960638;2,1653555;2,8346472;3,5826791;4,1338605;4,724412;5,805515;7,5196891;10,5118167;59264;90315;2960
278;Stage 4;2945;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;5;87;507;L;0,9055123;1,5354339;2,362206;3,149608;3,8188997;4,4881914;5,1968532;5,7086645;6,8897675;8,8582725;59122;90578;2945
279;Stage 4;2945;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;5;87;555;K;0,9842525;1,4960638;1,9291349;2,4803163;3,0314977;3,5826791;4,4094512;5,7086645;7,3228386;10,7874074;59109;90610;2945
